user_id,subscription_date,lifetime_email_open_rate,subscription_status,beauty_section_pageviews,fashion_section_pageviews,travel_section_pageviews,home_section_pageviews
2194015,8/13/14 12:47,0.77,Active,2,3,0,1
2282010,9/21/14 17:38,0.63,Active,0,1,1,2
4707322,7/3/19 5:52,0.11,Active,0,0,0,0
2294290,10/2/14 2:55,0.62,Active,0,0,0,1
4707332,7/3/19 6:20,0,Active,0,0,0,0
2211246,8/24/14 1:20,0.85,Active,1,0,1,4
2232392,9/5/14 12:51,0.84,Active,0,0,0,0
4707350,7/3/19 7:20,0,Active,0,0,0,0
2192322,8/13/14 0:36,0.67,Active,0,0,0,0
2287528,9/25/14 10:50,0.8,Active,5,1,1,1
4707360,7/3/19 7:43,0,Active,0,0,0,0
2179086,8/4/14 17:44,0.85,Active,0,3,0,0
4707370,7/3/19 8:07,0,Active,0,0,0,0
1705850,10/2/14 18:24,0.63,Active,0,0,0,1
2351929,11/22/14 21:28,0.94,Active,0,1,0,1
2808318,10/3/15 19:07,0.26,Active,0,0,0,0
4707434,7/3/19 9:22,0,Active,0,0,0,1
2782446,9/10/15 17:07,0.51,Active,0,0,0,0
2675747,6/22/15 15:49,0.82,Active,0,3,0,1
4707504,7/3/19 10:21,0,Lapsed,0,0,0,0
4707508,7/3/19 10:23,0,Active,0,0,0,0
4707514,7/3/19 10:31,0.04,Active,0,0,0,0
2443636,1/11/15 17:35,0.87,Active,1,0,4,2
4707519,7/3/19 10:34,0,Active,0,0,0,0
4707520,7/3/19 10:37,0,Active,0,0,0,0
2554488,3/10/15 18:25,0.39,Active,0,1,0,0
4707524,7/3/19 10:40,0.04,Active,0,0,0,3
2607564,4/17/15 14:48,0.84,Active,0,0,0,0
4707535,7/3/19 10:46,0,Active,0,0,0,0
2850091,10/17/15 21:27,0.33,Active,0,0,0,0
2719376,7/28/15 16:00,0.8,Active,0,0,0,0
2670714,6/16/15 16:13,0.27,Active,0,0,0,0
4707620,7/3/19 12:01,0,Active,0,0,0,0
2767833,8/30/15 16:09,0.59,Active,0,0,0,0
4707631,7/3/19 12:09,0,Active,0,0,0,0
4707654,7/3/19 12:26,0.42,Active,0,0,0,0
2809996,10/4/15 17:57,0.21,Active,0,2,0,1
2771003,9/1/15 9:52,0.32,Active,0,0,0,0
2842707,10/13/15 14:18,0.2,Active,0,0,0,0
4707670,7/3/19 12:39,0,Lapsed,0,0,0,0
4707677,7/3/19 12:45,0,Lapsed,0,0,0,0
2470121,2/2/15 11:47,0.6,Active,0,0,0,0
4707702,7/3/19 13:02,0.15,Active,0,0,0,0
2417031,12/16/14 13:36,0.58,Active,0,1,0,0
2423346,12/16/14 18:04,1.04,Active,2,0,0,0
4707705,7/3/19 13:03,0,Active,0,0,0,0
2499031,2/22/15 18:29,0.9,Active,0,1,0,0
4707712,7/3/19 13:07,0.19,Active,0,0,0,0
2442312,1/5/15 18:59,0.31,Active,0,0,0,0
2438875,12/26/14 16:40,0.55,Active,0,0,0,0
2687157,7/3/15 8:57,0.49,Active,0,0,0,0
2848151,10/17/15 18:27,0.81,Active,0,0,0,0
4707762,7/3/19 13:40,0,Active,0,0,0,0
2802893,10/1/15 16:25,0.77,Active,0,0,0,0
2699902,7/15/15 23:54,0.95,Active,1,13,0,3
2708560,7/20/15 17:49,0.35,Active,0,1,0,1
2698020,7/14/15 16:56,1.09,Active,0,0,0,5
2857271,10/22/15 14:40,0.91,Active,0,0,0,0
2757545,8/25/15 17:14,0.95,Active,0,0,0,0
2863733,10/27/15 19:07,0.76,Active,0,1,0,1
4707825,7/3/19 14:34,0,Lapsed,0,0,0,0
2862875,10/26/15 23:15,0.82,Active,0,4,0,0
1292467,7/8/15 14:47,0.6,Active,0,1,0,4
4707834,7/3/19 14:48,0.12,Active,0,0,0,0
4707846,7/3/19 14:56,0,Active,0,0,0,0
4707847,7/3/19 14:59,0.15,Active,0,0,0,0
4707848,7/3/19 15:02,0,Active,0,0,0,0
2867240,10/31/15 17:17,0.85,Active,0,0,0,0
4707877,7/3/19 15:32,0.15,Active,0,0,0,0
2652662,6/4/15 6:06,0.61,Active,0,4,0,0
2641556,5/16/15 21:32,0.81,Active,1,1,1,0
2735570,8/9/15 19:29,0.83,Active,0,4,0,0
2743669,8/19/15 3:49,0.78,Active,0,5,1,1
2804551,10/2/15 15:53,0.72,Active,0,1,1,0
4707916,7/3/19 16:14,0,Active,0,0,0,0
4707923,7/3/19 16:18,0,Active,0,1,0,0
4707930,7/3/19 16:26,0,Active,0,0,0,0
4707946,7/3/19 16:40,0,Active,0,0,0,0
4707948,7/3/19 16:41,0,Active,0,0,0,0
4707957,7/3/19 16:49,0,Active,0,0,0,0
4707981,7/3/19 17:07,0,Active,0,0,0,0
4707988,7/3/19 17:13,0,Active,0,0,0,0
4708030,7/3/19 17:56,0.07,Active,0,0,0,0
4708091,7/3/19 18:49,0,Active,0,0,0,0
4708094,7/3/19 18:52,0,Active,0,0,0,0
4708118,7/3/19 19:20,0,Active,0,0,0,0
4708145,7/3/19 19:51,0,Lapsed,0,0,0,0
4708168,7/3/19 20:10,0,Active,0,0,0,0
4708175,7/3/19 20:22,0,Active,0,0,0,0
4708188,7/3/19 20:39,0,Active,0,1,0,0
4708223,7/3/19 21:27,0.27,Lapsed,0,0,0,0
4708234,7/3/19 21:38,0,Lapsed,0,0,0,0
4708309,7/3/19 22:56,0,Active,0,0,0,0
4708321,7/3/19 23:12,0,Active,0,1,0,0
4708324,7/3/19 23:17,0,Active,0,0,0,0
4708340,7/3/19 23:38,0,Active,0,0,0,0
4708345,7/3/19 23:42,0,Active,0,0,0,0
4708431,7/4/19 3:38,0,Lapsed,0,0,0,0
4708495,7/4/19 7:36,0,Active,0,0,0,0
4708600,7/4/19 10:13,0,Active,0,1,0,0
4708618,7/4/19 10:37,0.04,Active,0,0,0,0
4708629,7/4/19 10:53,1,Lapsed,2,0,0,0
4708638,7/4/19 11:03,0.08,Active,0,0,0,0
4708649,7/4/19 11:20,0.36,Active,0,0,0,0
4708651,7/4/19 11:24,0,Active,0,0,0,0
4708656,7/4/19 11:30,0.16,Active,0,0,0,0
4708685,7/4/19 12:32,0.15,Lapsed,0,0,0,0
4708698,7/4/19 12:47,0,Active,0,0,0,0
4708740,7/4/19 13:54,0,Active,0,1,0,0
4708783,7/4/19 15:20,0,Lapsed,0,0,0,0
4708814,7/4/19 16:27,0,Active,0,0,0,0
4708817,7/4/19 16:30,0,Active,0,0,0,0
4708837,7/4/19 17:12,0,Active,0,0,0,0
4708856,7/4/19 17:37,0,Active,0,0,0,0
4708863,7/4/19 17:43,0,Active,0,0,0,0
4708935,7/4/19 19:55,0,Lapsed,0,0,0,0
4708952,7/4/19 20:29,0.11,Active,1,0,0,0
4708982,7/4/19 21:27,0,Active,0,0,0,0
4709007,7/4/19 22:22,0,Active,0,0,0,0
76953,2/24/12 0:01,0.09,Active,0,0,0,0
149738,4/20/12 10:14,0.9,Active,0,0,0,0
60834,2/16/12 15:10,0.79,Active,0,0,0,0
139938,1/24/12 12:15,0.87,Active,0,0,0,0
2566124,4/24/16 18:26,0.7,Active,0,0,0,0
3090337,4/11/16 9:46,0,Active,1,0,0,0
2677735,12/4/15 0:13,0.07,Active,0,0,0,0
2972672,2/16/16 12:14,0.21,Active,0,0,0,0
4433598,11/18/18 10:03,0.26,Active,0,0,0,0
3578234,1/15/17 1:36,0.01,Active,2,4,0,3
3668238,2/21/17 16:53,0.03,Active,0,0,0,0
2035223,2/29/16 1:35,0.07,Active,0,0,0,0
3043920,3/21/16 10:54,0.67,Active,0,0,0,0
3102158,4/12/16 11:16,0.02,Active,0,4,0,0
3358223,8/19/16 6:06,0.03,Active,0,0,0,0
3633524,2/3/17 10:58,0.01,Active,0,0,0,0
3665121,2/20/17 10:35,0.02,Active,0,0,0,0
3643699,2/5/17 17:57,0.05,Active,0,0,0,0
3776555,4/17/17 20:51,0.12,Active,0,0,0,0
1907785,4/21/17 19:34,0.14,Active,0,0,0,0
4449021,12/5/18 13:51,0.01,Active,0,0,0,0
1973042,4/5/19 9:24,0.02,Active,1,0,1,0
4071464,1/30/18 12:00,0.03,Active,0,1,0,0
4444603,12/3/18 18:48,0.97,Active,0,0,0,0
4559476,3/5/19 12:17,0.01,Active,0,0,0,0
4373792,9/22/18 23:42,0.12,Active,0,0,0,0
4656689,5/23/19 1:34,0.03,Active,0,0,0,0
3473832,10/13/16 21:43,0.08,Lapsed,0,0,0,0
4384519,10/15/18 3:42,0.14,Lapsed,0,0,0,0
2946453,1/27/16 4:16,0.02,Active,0,0,0,0
3002543,3/1/16 13:48,0.05,Active,0,0,0,0
3353421,8/17/16 22:22,0.04,Active,0,0,0,0
3632322,2/2/17 20:21,0.31,Active,0,0,0,0
3666580,2/20/17 14:17,0.06,Active,0,0,0,0
3435760,10/4/16 22:03,0.15,Active,0,0,0,0
2348827,12/6/16 10:05,0.74,Active,0,0,0,0
3401440,9/4/16 12:50,0.29,Active,0,1,0,0
3447607,10/12/16 7:17,0.05,Active,0,0,0,0
3530411,12/1/16 12:49,0.05,Active,0,0,0,0
3634912,2/3/17 23:10,0.28,Active,0,0,0,0
3667045,2/20/17 18:30,0.74,Active,0,0,0,0
2870094,11/3/15 13:55,0.06,Active,0,0,0,0
2874129,11/6/15 16:13,0.07,Active,0,0,0,0
3176346,5/22/16 3:57,0.5,Active,0,0,0,0
3665226,2/20/17 10:40,0.33,Active,0,0,0,0
2105059,4/16/17 9:27,0.04,Active,0,0,0,0
3811781,4/27/17 23:57,0.08,Active,0,0,1,0
1838716,5/1/18 5:28,0.07,Active,0,0,0,0
2663938,4/3/19 9:53,0.67,Active,0,0,0,0
4497918,1/5/19 12:36,0.63,Lapsed,0,0,0,0
3831721,5/19/17 16:28,0.11,Active,0,0,0,0
3904375,7/25/17 15:32,0.08,Active,0,0,0,0
4504241,1/9/19 10:58,0.05,Active,0,0,0,0
4412374,11/3/18 14:18,0.41,Active,0,0,0,0
4468934,12/11/18 14:12,0.46,Active,0,0,0,0
2908377,1/5/19 13:22,0.07,Active,1,0,0,0
4587516,4/5/19 12:12,0.22,Active,0,0,0,0
2875501,11/7/15 17:21,0.01,Active,0,0,0,0
998072,1/9/14 22:34,0.69,Active,0,0,0,0
994874,10/22/13 10:16,0.64,Active,0,0,0,0
989531,8/13/14 10:37,0.46,Active,0,2,0,0
987643,9/29/15 15:09,0.94,Active,0,0,0,0
1019616,2/19/13 22:15,0.81,Active,0,0,0,0
1022980,2/19/13 13:32,0.82,Active,0,0,0,0
1007455,7/28/16 13:23,0.55,Active,0,0,0,0
1035953,4/10/17 0:55,0.82,Active,0,4,0,0
1029831,2/11/19 17:06,0.19,Active,0,0,0,0
4514061,1/14/19 20:18,0.02,Active,0,0,0,0
2766040,8/28/15 23:23,0.62,Lapsed,0,0,0,0
3086953,4/11/16 8:37,0.02,Active,0,0,0,0
4520101,1/21/19 19:58,0,Active,0,0,0,0
3937175,9/28/17 20:51,0.02,Lapsed,0,0,0,0
311834,9/13/11 9:32,0.02,Active,0,0,0,0
323752,9/20/11 16:54,0.04,Active,0,0,1,0
304200,9/4/11 10:46,0.1,Active,0,2,0,0
312945,9/13/11 10:58,0.76,Active,0,2,0,0
321304,9/16/11 16:35,0.36,Active,0,0,0,0
323011,9/20/11 9:15,0.26,Active,0,3,0,2
298280,9/1/11 3:27,0.23,Active,0,1,0,0
324424,9/21/11 9:00,0.35,Active,0,3,3,0
319205,9/15/11 6:14,0.62,Active,0,0,0,0
324878,9/21/11 10:19,0.44,Active,0,1,0,2
312230,9/13/11 10:00,0.23,Active,2,0,1,1
314824,9/13/11 13:58,1.01,Active,1,2,2,0
314039,9/13/11 13:19,0.39,Active,0,1,1,2
323399,9/20/11 13:40,0.08,Active,0,0,0,0
317004,9/13/11 20:48,0.22,Active,0,0,0,0
294229,8/29/11 9:46,0.09,Active,0,0,0,0
323969,9/20/11 22:43,0.32,Active,0,2,2,0
324397,9/21/11 8:50,0.53,Active,0,0,1,0
323424,9/20/11 13:44,0.11,Active,0,0,5,0
311781,9/13/11 9:29,0.62,Active,0,0,1,0
324449,9/21/11 9:06,0.53,Active,0,1,0,0
312480,9/13/11 10:18,0.69,Active,2,0,2,1
324306,9/21/11 8:20,0.36,Active,1,3,0,0
324239,9/21/11 7:52,0.53,Active,0,0,0,1
324241,9/21/11 7:52,0.82,Active,0,0,0,2
324070,9/21/11 6:30,0.4,Active,0,0,0,0
324467,9/21/11 9:10,0.85,Active,0,0,0,0
313875,9/13/11 13:09,0.5,Active,2,0,0,0
293059,8/25/11 8:21,0.51,Active,0,0,1,0
324892,9/21/11 10:22,0.42,Active,0,0,1,0
325594,9/21/11 12:36,0.47,Active,0,0,0,0
315542,9/13/11 15:07,0.34,Active,0,3,0,0
324357,9/21/11 8:36,0.03,Active,0,0,0,0
4542318,2/17/19 22:56,0,Active,0,0,0,0
4331023,8/2/18 12:44,0.01,Active,0,0,0,0
313699,9/13/11 12:44,0.26,Active,0,0,0,0
318353,9/14/11 14:20,0.02,Active,1,1,0,0
292952,8/24/11 23:23,0.82,Lapsed,0,0,0,0
323904,9/20/11 20:34,0.6,Active,0,0,1,0
292612,8/24/11 15:35,0.55,Active,0,0,0,0
311264,9/13/11 9:10,0.21,Active,0,0,0,0
314898,9/13/11 14:04,0.9,Active,0,0,0,0
315310,9/13/11 14:41,0.46,Active,0,2,0,0
321630,9/17/11 8:29,0.81,Active,0,1,0,0
319484,9/15/11 12:29,0.66,Active,2,1,1,0
4709029,7/4/19 23:04,0.04,Active,0,0,0,0
4709059,7/4/19 23:57,0,Active,0,0,0,0
4709166,7/5/19 7:59,0,Active,0,0,0,0
4709181,7/5/19 8:43,0.33,Active,0,0,0,0
4709189,7/5/19 8:57,0,Active,0,0,0,0
4709201,7/5/19 9:17,0,Active,0,0,0,0
4709238,7/5/19 10:14,0,Active,0,0,0,0
4709270,7/5/19 10:53,0,Active,0,0,0,0
4709296,7/5/19 11:32,0,Active,0,0,0,0
4709330,7/5/19 13:16,0,Active,0,0,0,0
4709338,7/5/19 13:32,0,Active,0,1,0,0
4709351,7/5/19 14:01,0,Lapsed,0,0,0,0
4709364,7/5/19 14:15,0,Active,0,0,0,0
4709404,7/5/19 15:24,0,Active,0,0,0,0
4709414,7/5/19 15:44,0.04,Active,0,0,0,0
4709441,7/5/19 16:16,0,Active,0,1,0,0
4709499,7/5/19 17:19,0,Active,0,0,0,0
4709545,7/5/19 17:42,0.09,Active,0,0,0,0
4709628,7/5/19 18:43,0,Active,0,0,0,0
4709635,7/5/19 18:46,0,Active,0,0,0,0
3041332,3/17/16 20:35,0.34,Active,0,4,0,0
4709666,7/5/19 19:07,0,Active,0,0,0,0
4709696,7/5/19 19:30,0,Active,0,0,0,0
4709842,7/5/19 22:50,0,Active,0,0,0,0
2144695,10/4/16 17:36,0.26,Active,0,2,0,0
4709923,7/6/19 3:19,0.56,Active,0,0,0,0
3666054,2/20/17 12:01,0.22,Active,0,0,0,0
4710154,7/6/19 13:14,0,Active,0,0,0,0
4710190,7/6/19 14:36,0,Active,0,0,0,0
4710230,7/6/19 16:02,0,Active,0,0,0,0
4710234,7/6/19 16:16,0.08,Active,0,0,0,0
4710241,7/6/19 16:26,0,Active,0,0,0,0
4710258,7/6/19 17:25,0,Active,0,0,0,0
4710302,7/6/19 18:58,0.04,Active,0,0,0,0
4710365,7/6/19 21:56,0.04,Active,0,0,0,0
4710391,7/6/19 23:08,0,Active,0,0,0,0
4710445,7/7/19 2:42,0,Active,0,0,0,0
4710449,7/7/19 2:57,0.04,Active,3,0,0,0
4710468,7/7/19 4:58,0.04,Active,0,0,0,0
4710552,7/7/19 8:57,0,Active,0,0,0,0
3615669,1/30/17 15:07,0.11,Active,0,0,0,0
4710591,7/7/19 10:23,0,Active,0,0,0,0
4710596,7/7/19 10:32,0,Active,0,0,0,1
1242000,1/31/17 23:47,0.63,Active,0,0,0,0
4710678,7/7/19 13:19,0,Active,0,0,0,0
3295756,7/24/16 22:31,0.23,Active,0,0,0,0
4710743,7/7/19 15:51,0,Active,0,0,0,0
3239928,6/20/16 16:24,0.06,Active,0,0,0,0
2926486,1/6/16 9:06,0.18,Active,0,0,0,0
4710835,7/7/19 18:31,0,Active,0,0,0,0
3311838,8/3/16 11:26,0.45,Active,1,1,1,2
3666762,2/20/17 15:39,0.18,Active,0,0,0,0
3602779,1/26/17 3:56,0.04,Active,0,1,0,0
3223669,6/18/16 12:06,0.24,Active,0,0,0,0
3008837,3/1/16 20:05,0.57,Active,0,0,0,0
2003262,2/15/17 18:27,0.15,Active,1,54,4,2
3648609,2/7/17 18:03,0.1,Active,0,0,0,0
1098025,10/12/18 1:06,0.2,Lapsed,0,0,0,0
4708426,7/4/19 3:26,0.07,Active,0,0,4,0
4658389,5/24/19 0:18,0.08,Lapsed,0,0,0,0
4645124,5/21/19 15:00,0.16,Active,0,0,0,0
3768609,6/8/18 12:28,0.21,Active,0,1,0,0
3140597,4/29/19 23:30,0.18,Active,0,0,0,0
4560855,3/8/19 11:16,0.12,Active,0,0,0,0
451252,1/2/12 12:57,0.3,Active,0,0,0,0
4473522,12/16/18 18:36,0.21,Active,0,0,0,0
4031221,12/27/17 21:49,0.08,Active,0,0,0,0
4153884,5/4/18 22:18,0.48,Active,1,0,0,0
4171102,4/17/18 14:42,0.71,Active,6,0,0,0
3086907,7/13/17 16:55,0.99,Active,0,0,0,0
2131320,11/13/18 9:54,0.15,Active,0,0,0,0
2322126,10/4/17 17:04,0.15,Active,0,0,0,1
3822107,5/12/17 19:03,0.09,Active,0,0,0,0
1677687,4/17/19 18:03,0.17,Active,0,0,0,0
4266319,6/3/18 1:30,0.16,Active,0,0,0,0
1056539,8/12/16 16:19,0.86,Active,0,2,3,1
495155,1/23/12 10:46,0.01,Active,0,0,0,0
510069,2/1/12 23:00,0.01,Active,0,0,0,0
2928378,1/10/16 10:52,0.57,Active,1,0,0,0
2976873,2/17/16 12:38,0.1,Active,0,0,0,0
1507851,4/5/16 21:08,0.17,Active,0,0,0,0
517550,2/6/12 10:15,0.01,Active,0,0,0,0
3145237,5/6/16 14:44,0.1,Active,0,0,0,0
3246383,6/24/16 12:43,0.2,Active,0,0,0,0
1197006,2/2/16 22:20,0.64,Active,0,0,0,0
3005741,3/1/16 15:29,0.79,Active,0,0,0,0
3306513,7/29/16 13:53,0.16,Active,0,0,0,0
3667632,2/21/17 9:04,0.75,Active,0,0,0,0
3472035,10/13/16 11:52,0.27,Active,1,0,0,0
3469371,10/12/16 20:29,0.19,Active,0,3,0,0
3605631,1/27/17 16:51,0.61,Active,0,0,0,0
2606390,1/31/17 11:53,0.16,Active,0,0,0,0
2985318,2/24/16 8:41,0.34,Active,0,0,0,0
3066821,4/5/16 20:03,0.87,Active,0,2,0,1
3018063,3/6/16 12:05,0.28,Active,0,0,0,0
3221104,6/16/16 23:44,0.94,Active,0,0,0,0
2963855,2/6/16 19:01,0.73,Active,0,0,0,0
3061595,4/5/16 17:52,1.41,Active,11,17,0,5
2990239,2/25/16 14:43,0.95,Active,0,0,0,0
2967596,2/11/16 23:46,0.96,Active,0,2,0,2
3061489,4/5/16 17:51,0.75,Active,0,3,1,0
3114216,4/16/16 11:53,0.62,Active,1,4,0,1
2959246,2/4/16 19:52,0.32,Active,1,2,0,0
2761475,4/11/16 12:15,0.26,Active,0,0,0,0
2944642,1/24/16 21:33,0.9,Active,1,2,0,0
1987371,12/3/15 17:50,0.92,Active,0,0,0,0
2997185,2/29/16 20:15,0.41,Active,0,1,0,0
2916334,12/12/15 4:41,0.89,Active,0,1,0,0
3118489,4/18/16 14:07,0.64,Active,0,1,0,0
3267413,7/14/16 11:23,0.9,Active,2,2,0,1
3575809,1/13/17 9:43,0.34,Active,0,0,0,0
3634335,2/3/17 17:56,0.14,Active,1,1,0,1
3713427,3/29/17 18:47,0.12,Active,0,4,0,0
3405925,9/8/16 13:40,0.66,Active,1,0,0,0
3356206,8/18/16 11:32,0.57,Active,3,9,0,2
3465661,10/12/16 13:03,0.98,Active,2,1,0,1
3427174,9/29/16 19:42,0.73,Active,0,0,0,0
3494803,10/28/16 21:38,0.93,Active,0,0,0,0
2822049,2/2/17 14:58,1.17,Active,1,2,0,0
3593106,1/22/17 19:02,0.77,Active,2,8,0,0
3662841,2/17/17 0:19,0.62,Active,0,0,0,0
3621620,1/31/17 15:47,0.36,Active,1,0,0,1
3338875,8/13/16 0:50,0.84,Active,0,0,0,0
2024875,10/1/16 0:26,0.84,Active,0,0,0,0
3680777,2/27/17 17:55,0.57,Active,2,1,0,0
3561033,1/6/17 14:39,0.38,Active,0,1,0,0
3467566,10/12/16 15:42,0.27,Active,0,11,0,1
3338163,8/12/16 17:34,0.8,Active,0,3,0,0
3561068,1/6/17 15:15,0.89,Active,0,0,0,0
3489191,10/27/16 16:49,0.97,Active,0,6,0,0
3438710,10/7/16 1:37,1.21,Active,0,5,1,0
3461791,10/12/16 10:50,1.18,Active,0,0,0,1
3494852,10/28/16 21:55,0.67,Active,0,1,0,4
3750959,4/17/17 13:12,0.81,Active,0,0,1,0
3613291,1/29/17 23:59,0.42,Active,0,0,0,0
3625578,2/1/17 16:12,0.96,Active,0,1,0,0
3677017,2/24/17 22:21,1.22,Active,6,23,7,10
2926325,1/5/16 20:53,0.23,Active,1,0,0,0
1643677,7/18/16 10:41,0.14,Active,0,1,7,0
1240931,6/8/16 10:54,0.15,Active,0,5,0,0
2983473,2/22/16 0:00,0.4,Active,0,0,0,0
2962228,2/5/16 19:53,0.23,Active,0,1,0,0
2895668,11/27/15 13:17,0.15,Active,0,0,0,0
2945942,1/26/16 11:42,0.7,Active,1,0,0,0
3619653,1/31/17 12:32,0.41,Active,0,0,0,0
353162,10/13/11 15:31,0.63,Active,0,0,2,0
3453570,10/12/16 8:42,0.18,Active,0,0,0,0
1852668,4/13/17 14:18,0.83,Active,0,0,0,0
3574943,1/13/17 3:50,0.11,Active,0,0,0,1
2258868,8/18/16 11:14,0.1,Active,2,0,0,0
362960,10/26/11 9:31,0.02,Active,0,0,0,0
3374124,8/22/16 1:38,0.22,Active,0,0,0,1
2711255,2/2/17 15:18,0.19,Active,0,0,0,0
1634869,2/2/17 13:30,0.24,Active,0,0,0,0
2927223,1/7/16 19:19,0.38,Active,0,1,1,0
2687939,4/17/16 22:13,0.55,Active,0,0,0,0
2980565,2/19/16 8:53,0.36,Active,0,0,0,0
2983082,2/21/16 12:09,0.96,Active,0,0,1,0
3053941,3/31/16 17:40,0.72,Active,0,0,0,0
3009137,3/1/16 20:50,0.96,Active,0,4,0,0
3051096,3/28/16 14:28,0.96,Active,0,1,0,0
3012168,3/2/16 15:27,0.73,Active,2,1,0,0
3239069,6/20/16 11:40,0.96,Active,0,2,0,0
3110757,4/14/16 0:14,0.82,Active,0,3,0,1
3165108,5/12/16 8:33,1.11,Active,0,3,0,0
3169752,5/13/16 18:28,0.72,Active,0,0,1,0
409772,11/21/11 22:32,0.06,Active,0,0,0,0
3212523,6/12/16 0:07,0.54,Active,0,8,0,0
3297639,7/27/16 15:04,0.82,Active,0,1,0,0
426222,12/8/11 3:50,0.2,Active,0,0,0,0
2998974,3/1/16 13:10,0.86,Active,0,0,0,0
3017495,3/5/16 18:31,0.62,Active,0,0,0,0
356595,10/17/11 14:35,0.09,Active,0,0,1,0
351569,10/12/11 17:07,0.71,Active,0,0,2,0
1757323,5/10/16 18:25,0.16,Active,0,0,0,0
354186,10/14/11 17:11,0.57,Active,0,0,0,0
329298,9/25/11 17:54,0.49,Active,0,0,0,0
356891,10/18/11 9:06,0.54,Active,0,0,0,0
3063194,4/5/16 18:20,0.52,Active,0,2,0,0
2870445,11/3/15 16:45,0.73,Active,0,0,0,1
2981377,2/19/16 14:07,0.66,Active,0,0,0,0
343822,10/5/11 14:34,0.13,Active,0,0,0,0
2969668,2/12/16 22:45,0.7,Active,1,0,0,0
3000081,3/1/16 13:17,0.96,Active,0,1,1,0
342942,1/18/12 10:43,0.16,Active,0,0,0,0
3205775,6/7/16 21:01,0.98,Active,3,6,0,0
3302351,7/28/16 14:15,0.69,Active,0,4,0,0
384926,11/9/11 15:26,0.6,Active,0,0,0,0
385330,11/9/11 16:59,0.25,Active,0,2,0,0
366743,10/26/11 22:23,0.69,Active,0,0,0,0
3222198,6/17/16 15:50,0.85,Active,0,0,0,0
404218,11/18/11 21:46,0.59,Active,0,0,0,0
3576325,1/13/17 12:10,0.3,Active,0,4,0,1
391010,11/16/11 12:20,0.09,Active,0,1,0,0
379361,11/5/11 22:41,0.52,Active,1,0,0,2
3574071,1/12/17 22:44,0.88,Active,1,0,0,0
361413,10/25/11 8:57,0.11,Active,0,4,0,2
3659373,2/15/17 12:42,0.34,Active,1,0,0,1
3645982,2/6/17 18:13,0.3,Active,0,0,3,0
365349,10/26/11 15:44,0.86,Active,0,2,0,0
377857,11/4/11 19:53,0.75,Active,0,0,0,1
398477,11/18/11 14:28,0.67,Active,0,1,0,1
3410673,9/13/16 23:58,0.62,Active,0,2,0,1
3533810,12/5/16 15:49,0.78,Active,0,2,0,1
3554301,12/26/16 12:09,1.02,Active,0,4,1,2
419086,12/5/11 11:31,0.81,Active,0,0,1,0
3480610,10/20/16 3:44,0.75,Active,0,0,0,0
3573508,1/12/17 21:37,1.05,Active,1,0,2,0
3620541,1/31/17 13:48,0.94,Active,0,0,0,0
3669904,2/22/17 16:10,1,Active,0,2,0,0
1421343,8/19/16 19:09,0.18,Active,0,1,2,0
357446,10/18/11 13:11,0.04,Active,0,0,0,0
3560267,1/5/17 18:59,0.77,Active,0,0,0,0
351186,10/12/11 13:55,0.1,Active,0,0,0,0
3209913,2/22/17 17:48,0.86,Active,1,1,0,0
3409823,9/13/16 15:30,0.51,Active,0,0,0,0
2258949,10/28/16 18:19,0.88,Active,0,2,1,1
3119301,9/28/16 15:11,0.75,Active,0,0,0,0
3492292,10/28/16 16:27,0.95,Active,0,4,0,0
3398112,9/1/16 11:41,1.11,Active,0,0,0,0
3398648,9/1/16 22:28,1.04,Active,0,0,0,0
3619396,1/31/17 12:15,0.86,Active,0,3,1,1
3755584,4/17/17 15:52,0.94,Active,0,0,0,0
3629489,2/2/17 8:25,0.95,Active,0,3,0,3
4087996,2/17/18 16:16,0.97,Lapsed,0,1,0,0
3970051,10/26/17 2:56,0.39,Active,0,0,0,0
3904534,7/25/17 16:03,0.23,Active,0,0,0,0
326659,9/22/11 8:18,0.46,Active,0,0,0,0
343307,10/5/11 12:48,0.66,Active,0,0,0,0
352351,10/13/11 13:33,0.74,Active,0,7,0,0
4446412,12/3/18 22:49,0.67,Active,0,0,1,0
388858,11/14/11 16:44,0.82,Active,0,0,0,0
381752,11/8/11 10:05,0.13,Active,0,1,0,0
403683,11/18/11 20:17,0.61,Active,0,1,0,0
325304,9/21/11 11:40,0.16,Active,0,0,0,0
295644,8/30/11 20:54,0.13,Active,0,0,0,0
306272,9/6/11 1:15,0.05,Active,0,0,0,0
293659,8/26/11 22:05,0.14,Active,0,2,0,0
313301,9/13/11 11:43,0.35,Active,0,0,0,0
4548552,2/21/19 17:59,0,Active,0,0,0,0
4665013,5/29/19 0:06,1.17,Lapsed,0,0,0,0
361587,10/25/11 9:57,0.01,Active,0,0,0,0
424972,12/7/11 15:00,0.01,Active,0,0,0,0
4564867,3/15/19 12:31,0.02,Active,0,0,0,0
382129,11/8/11 11:36,0.02,Active,0,0,0,0
1468800,7/3/13 10:32,0.49,Active,0,0,0,0
1950550,3/8/14 3:33,0.06,Active,0,0,0,0
1840217,1/27/14 13:40,0.97,Active,1,1,0,0
1620198,10/8/13 22:12,0.08,Active,0,0,0,0
1547727,8/6/13 12:07,0.34,Active,0,1,0,0
1213634,2/15/13 12:47,0.14,Active,0,0,0,0
